frame_index,cam_a_ts_ms,cam_b_ts_ms,playback_time_ms,latency_a_ms,latency_b_ms,sync_error_ms
0,1776788841933,1776788842011,1776788842149,216,138,78
1,1776788842222,1776788842288,1776788842438,216,150,66
2,1776788842362,1776788842288,1776788842560,198,272,74
3,1776788842362,1776788842445,1776788842663,301,218,83
4,1776788842551,1776788842445,1776788842761,210,316,106
5,1776788842551,1776788842639,1776788842860,309,221,88
6,1776788842756,1776788842639,1776788842964,208,325,117
7,1776788842756,1776788842756,1776788843066,310,310,0
8,1776788842951,1776788842756,1776788843165,214,409,195
9,1776788843160,1776788843055,1776788843265,105,210,105
10,1776788843160,1776788843161,1776788843366,206,205,1
11,1776788843296,1776788843161,1776788843463,167,302,135
12,1776788843296,1776788843384,1776788843560,264,176,88
13,1776788843437,1776788843540,1776788843657,220,117,103
14,1776788843614,1776788843540,1776788843754,140,214,74
15,1776788843614,1776788843670,1776788843852,238,182,56
16,1776788843797,1776788843670,1776788843952,155,282,127
17,1776788843945,1776788843878,1776788844049,104,171,67
18,1776788843945,1776788843989,1776788844148,203,159,44
19,1776788844067,1776788844069,1776788844247,180,178,2
20,1776788844224,1776788844069,1776788844349,125,280,155
21,1776788844317,1776788844270,1776788844445,128,175,47
22,1776788844317,1776788844365,1776788844543,226,178,48
23,1776788844438,1776788844365,1776788844645,207,280,73
24,1776788844636,1776788844542,1776788844745,109,203,94
25,1776788844636,1776788844627,1776788844840,204,213,9
26,1776788844777,1776788844627,1776788844936,159,309,150
27,1776788844777,1776788844885,1776788845031,254,146,108
28,1776788844952,1776788844885,1776788845129,177,244,67
29,1776788844952,1776788845027,1776788845224,272,197,75
30,1776788845119,1776788845213,1776788845319,200,106,94
31,1776788845270,1776788845213,1776788845415,145,202,57
32,1776788845270,1776788845336,1776788845514,244,178,66
33,1776788845437,1776788845336,1776788845610,173,274,101
34,1776788845437,1776788845531,1776788845706,269,175,94
35,1776788845573,1776788845678,1776788845804,231,126,105
36,1776788845766,1776788845678,1776788845902,136,224,88
37,1776788845766,1776788845855,1776788846000,234,145,89
38,1776788845934,1776788845855,1776788846096,162,241,79
39,1776788846065,1776788846021,1776788846195,130,174,44
40,1776788846065,1776788846135,1776788846292,227,157,70
41,1776788846238,1776788846135,1776788846390,152,255,103
