frame_index,cam_a_ts_ms,cam_b_ts_ms,playback_time_ms,latency_a_ms,latency_b_ms,sync_error_ms
120,1776788887742,1776788887801,1776788888144,402,343,59
121,1776788887885,1776788887801,1776788888241,356,440,84
122,1776788888025,1776788887974,1776788888338,313,364,51
123,1776788888025,1776788888067,1776788888439,414,372,42
124,1776788888163,1776788888216,1776788888537,374,321,53
125,1776788888310,1776788888216,1776788888635,325,419,94
126,1776788888310,1776788888339,1776788888729,419,390,29
127,1776788888483,1776788888339,1776788888823,340,484,144
128,1776788888483,1776788888557,1776788888920,437,363,74
129,1776788888631,1776788888557,1776788889017,386,460,74
130,1776788888631,1776788888783,1776788889114,483,331,152
131,1776788888877,1776788888783,1776788889212,335,429,94
132,1776788888992,1776788888939,1776788889309,317,370,53
133,1776788888992,1776788888939,1776788889405,413,466,53
134,1776788889166,1776788889107,1776788889502,336,395,59
135,1776788889166,1776788889267,1776788889600,434,333,101
136,1776788889338,1776788889370,1776788889698,360,328,32
137,1776788889338,1776788889370,1776788889796,458,426,32
138,1776788889504,1776788889562,1776788889893,389,331,58
139,1776788889618,1776788889682,1776788889991,373,309,64
140,1776788889788,1776788889682,1776788890093,305,411,106
141,1776788889788,1776788889854,1776788890187,399,333,66
142,1776788889942,1776788889854,1776788890285,343,431,88
143,1776788890054,1776788889996,1776788890383,329,387,58
144,1776788890163,1776788890090,1776788890481,318,391,73
145,1776788890163,1776788890226,1776788890579,416,353,63
146,1776788890289,1776788890226,1776788890677,388,451,63
147,1776788890454,1776788890378,1776788890775,321,397,76
148,1776788890454,1776788890543,1776788890869,415,326,89
149,1776788890634,1776788890543,1776788890966,332,423,91
150,1776788890634,1776788890703,1776788891064,430,361,69
151,1776788890809,1776788890703,1776788891162,353,459,106
152,1776788890943,1776788890903,1776788891262,319,359,40
153,1776788890943,1776788891029,1776788891359,416,330,86
154,1776788891098,1776788891029,1776788891456,358,427,69
155,1776788891098,1776788891184,1776788891553,455,369,86
156,1776788891277,1776788891184,1776788891652,375,468,93
157,1776788891420,1776788891364,1776788891747,327,383,56
158,1776788891420,1776788891513,1776788891846,426,333,93
159,1776788891606,1776788891513,1776788891943,337,430,93
160,1776788891606,1776788891692,1776788892040,434,348,86
161,1776788891750,1776788891821,1776788892141,391,320,71
162,1776788891750,1776788891899,1776788892240,490,341,149
163,1776788891750,1776788892036,1776788892337,587,301,286
164,1776788891750,1776788892122,1776788892434,684,312,372
165,1776788891750,1776788892210,1776788892528,778,318,460
166,1776788891750,1776788892294,1776788892626,876,332,544
167,1776788891750,1776788892373,1776788892722,972,349,623
168,1776788891750,1776788892511,1776788892820,1070,309,761
169,1776788891750,1776788892615,1776788892916,1166,301,865
170,1776788891750,1776788892685,1776788893010,1260,325,935
171,1776788891750,1776788892775,1776788893105,1355,330,1025
172,1776788891750,1776788892890,1776788893199,1449,309,1140
173,1776788891750,1776788892970,1776788893293,1543,323,1220
174,1776788891750,1776788893056,1776788893389,1639,333,1306
175,1776788891750,1776788893159,1776788893486,1736,327,1409
176,1776788891750,1776788893218,1776788893582,1832,364,1468
177,1776788891750,1776788893329,1776788893680,1930,351,1579
178,1776788891750,1776788893403,1776788893778,2028,375,1653
179,1776788891750,1776788893564,1776788893874,2124,310,1814
180,1776788891750,1776788893625,1776788893971,2221,346,1875
181,1776788891750,1776788893767,1776788894069,2319,302,2017
182,1776788891750,1776788893816,1776788894164,2414,348,2066
183,1776788891750,1776788893920,1776788894259,2509,339,2170
184,1776788891750,1776788893974,1776788894355,2605,381,2224
185,1776788891750,1776788894083,1776788894452,2702,369,2333
186,1776788891750,1776788894205,1776788894549,2799,344,2455
187,1776788891750,1776788894277,1776788894643,2893,366,2527
188,1776788891750,1776788894440,1776788894741,2991,301,2690
189,1776788891750,1776788894440,1776788894836,3086,396,2690
190,1776788891750,1776788894607,1776788894933,3183,326,2857
191,1776788891750,1776788894645,1776788895030,3280,385,2895
192,1776788891750,1776788894816,1776788895125,3375,309,3066
193,1776788891750,1776788894894,1776788895223,3473,329,3144
194,1776788891750,1776788895005,1776788895321,3571,316,3255
195,1776788891750,1776788895064,1776788895415,3665,351,3314
196,1776788891750,1776788895211,1776788895512,3762,301,3461
197,1776788891750,1776788895261,1776788895610,3860,349,3511
198,1776788891750,1776788895407,1776788895707,3957,300,3657
199,1776788891750,1776788895488,1776788895805,4055,317,3738
200,1776788891750,1776788895570,1776788895900,4150,330,3820
201,1776788891750,1776788895667,1776788895998,4248,331,3917
202,1776788891750,1776788895707,1776788896096,4346,389,3957
203,1776788891750,1776788895798,1776788896193,4443,395,4048
